date,Survey,Catch,separate
2021-12-01,Lower Feather RST,0,Other Rotary Screw Traps
2021-12-01,Lower Sac RST,0,Other Rotary Screw Traps
2021-12-01,Sac Beach Seines,17,Other Rotary Screw Traps
2021-12-01,Sac Trawls,19,Other Rotary Screw Traps
2021-12-01,Chipps Island Trawls,1,Other Rotary Screw Traps
2021-12-01,RBDD Daily,544030,Red Bluff Diversion Dam
2021-12-02,Tisdale Weir RST,189,Other Rotary Screw Traps
2021-12-02,Knights Landing RST,162,Other Rotary Screw Traps
2021-12-02,Lower Feather RST,0,Other Rotary Screw Traps
2021-12-02,Lower Sac RST,0,Other Rotary Screw Traps
2021-12-02,Sac Beach Seines,0,Other Rotary Screw Traps
2021-12-02,Sac Trawls,0,Other Rotary Screw Traps
2021-12-02,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-12-02,RBDD Daily,544121,Red Bluff Diversion Dam
2021-12-03,Tisdale Weir RST,189,Other Rotary Screw Traps
2021-12-03,Knights Landing RST,162,Other Rotary Screw Traps
2021-12-03,Lower Feather RST,0,Other Rotary Screw Traps
2021-12-03,Lower Sac RST,0,Other Rotary Screw Traps
2021-12-03,Sac Beach Seines,17,Other Rotary Screw Traps
2021-12-03,Sac Trawls,19,Other Rotary Screw Traps
2021-12-03,Chipps Island Trawls,1,Other Rotary Screw Traps
2021-12-03,RBDD Daily,544341,Red Bluff Diversion Dam
2021-12-04,Tisdale Weir RST,189,Other Rotary Screw Traps
2021-12-04,Knights Landing RST,162,Other Rotary Screw Traps
2021-12-04,Lower Feather RST,0,Other Rotary Screw Traps
2021-12-04,Lower Sac RST,0,Other Rotary Screw Traps
2021-12-04,Sac Beach Seines,0,Other Rotary Screw Traps
2021-12-04,Sac Trawls,0,Other Rotary Screw Traps
2021-12-04,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-12-04,RBDD Daily,544532,Red Bluff Diversion Dam
2021-12-05,Tisdale Weir RST,189,Other Rotary Screw Traps
2021-12-05,Knights Landing RST,162,Other Rotary Screw Traps
2021-12-05,Lower Feather RST,0,Other Rotary Screw Traps
2021-12-05,Lower Sac RST,0,Other Rotary Screw Traps
2021-12-05,Sac Beach Seines,0,Other Rotary Screw Traps
2021-12-05,Sac Trawls,19,Other Rotary Screw Traps
2021-12-05,Chipps Island Trawls,1,Other Rotary Screw Traps
2021-12-05,RBDD Daily,544672,Red Bluff Diversion Dam
2021-12-06,Tisdale Weir RST,189,Other Rotary Screw Traps
2021-12-06,Knights Landing RST,162,Other Rotary Screw Traps
2021-12-06,Lower Feather RST,0,Other Rotary Screw Traps
2021-12-06,Lower Sac RST,0,Other Rotary Screw Traps
2021-12-06,Sac Beach Seines,17,Other Rotary Screw Traps
2021-12-06,Sac Trawls,19,Other Rotary Screw Traps
2021-12-06,Chipps Island Trawls,1,Other Rotary Screw Traps
2021-12-06,RBDD Daily,544858,Red Bluff Diversion Dam
2021-12-07,Tisdale Weir RST,189,Other Rotary Screw Traps
2021-12-07,Knights Landing RST,162,Other Rotary Screw Traps
2021-12-07,Lower Feather RST,0,Other Rotary Screw Traps
2021-12-07,Lower Sac RST,0,Other Rotary Screw Traps
2021-12-07,Sac Beach Seines,0,Other Rotary Screw Traps
2021-12-07,Sac Trawls,19,Other Rotary Screw Traps
2021-12-07,Chipps Island Trawls,1,Other Rotary Screw Traps
2021-12-07,RBDD Daily,544972,Red Bluff Diversion Dam
2021-12-08,Tisdale Weir RST,189,Other Rotary Screw Traps
2021-12-08,Knights Landing RST,162,Other Rotary Screw Traps
2021-12-08,Lower Feather RST,0,Other Rotary Screw Traps
2021-12-08,Lower Sac RST,0,Other Rotary Screw Traps
2021-12-08,Sac Beach Seines,17,Other Rotary Screw Traps
2021-12-08,Sac Trawls,0,Other Rotary Screw Traps
2021-12-08,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-12-08,RBDD Daily,545060,Red Bluff Diversion Dam
2021-12-09,Tisdale Weir RST,189,Other Rotary Screw Traps
2021-12-09,Knights Landing RST,162,Other Rotary Screw Traps
2021-12-09,Lower Feather RST,0,Other Rotary Screw Traps
2021-12-09,Lower Sac RST,0,Other Rotary Screw Traps
2021-12-09,Sac Beach Seines,0,Other Rotary Screw Traps
2021-12-09,Sac Trawls,19,Other Rotary Screw Traps
2021-12-09,Chipps Island Trawls,1,Other Rotary Screw Traps
2021-12-09,RBDD Daily,545089,Red Bluff Diversion Dam
2021-12-10,Tisdale Weir RST,189,Other Rotary Screw Traps
2021-12-10,Knights Landing RST,162,Other Rotary Screw Traps
2021-12-10,Lower Feather RST,0,Other Rotary Screw Traps
2021-12-10,Lower Sac RST,0,Other Rotary Screw Traps
2021-12-10,Sac Beach Seines,17,Other Rotary Screw Traps
2021-12-10,Sac Trawls,19,Other Rotary Screw Traps
2021-12-10,Chipps Island Trawls,1,Other Rotary Screw Traps
2021-12-11,Tisdale Weir RST,189,Other Rotary Screw Traps
2021-12-11,Knights Landing RST,162,Other Rotary Screw Traps
2021-12-11,Lower Feather RST,0,Other Rotary Screw Traps
2021-12-11,Lower Sac RST,0,Other Rotary Screw Traps
2021-12-11,Sac Beach Seines,0,Other Rotary Screw Traps
2021-12-11,Sac Trawls,0,Other Rotary Screw Traps
2021-12-11,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-12-11,RBDD Daily,545449,Red Bluff Diversion Dam
2021-12-12,Tisdale Weir RST,189,Other Rotary Screw Traps
2021-12-12,Knights Landing RST,162,Other Rotary Screw Traps
2021-12-12,Lower Feather RST,0,Other Rotary Screw Traps
2021-12-12,Lower Sac RST,0,Other Rotary Screw Traps
2021-12-12,Sac Beach Seines,0,Other Rotary Screw Traps
2021-12-12,Sac Trawls,19,Other Rotary Screw Traps
2021-12-12,Chipps Island Trawls,1,Other Rotary Screw Traps
2021-12-12,RBDD Daily,545481,Red Bluff Diversion Dam
2021-12-13,Tisdale Weir RST,189,Other Rotary Screw Traps
2021-12-13,Knights Landing RST,162,Other Rotary Screw Traps
2021-12-13,Lower Feather RST,0,Other Rotary Screw Traps
2021-12-13,Lower Sac RST,0,Other Rotary Screw Traps
2021-12-13,Sac Beach Seines,17,Other Rotary Screw Traps
2021-12-13,Sac Trawls,19,Other Rotary Screw Traps
2021-12-13,Chipps Island Trawls,1,Other Rotary Screw Traps
2021-12-13,RBDD Daily,546003,Red Bluff Diversion Dam
2021-12-14,Tisdale Weir RST,189,Other Rotary Screw Traps
2021-12-14,Knights Landing RST,162,Other Rotary Screw Traps
2021-12-14,Lower Feather RST,0,Other Rotary Screw Traps
2021-12-14,Lower Sac RST,0,Other Rotary Screw Traps
2021-12-14,Sac Beach Seines,0,Other Rotary Screw Traps
2021-12-14,Sac Trawls,19,Other Rotary Screw Traps
2021-12-14,Chipps Island Trawls,1,Other Rotary Screw Traps
2021-12-14,RBDD Daily,548569,Red Bluff Diversion Dam
2021-12-15,Tisdale Weir RST,189,Other Rotary Screw Traps
2021-12-15,Knights Landing RST,162,Other Rotary Screw Traps
2021-12-15,Lower Feather RST,0,Other Rotary Screw Traps
2021-12-15,Lower Sac RST,0,Other Rotary Screw Traps
2021-12-15,Sac Beach Seines,18,Other Rotary Screw Traps
2021-12-15,Sac Trawls,0,Other Rotary Screw Traps
2021-12-15,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-12-15,RBDD Daily,550245,Red Bluff Diversion Dam
2021-12-16,Tisdale Weir RST,189,Other Rotary Screw Traps
2021-12-16,Knights Landing RST,163,Other Rotary Screw Traps
2021-12-16,Lower Feather RST,0,Other Rotary Screw Traps
2021-12-16,Lower Sac RST,0,Other Rotary Screw Traps
2021-12-16,Sac Beach Seines,0,Other Rotary Screw Traps
2021-12-16,Sac Trawls,19,Other Rotary Screw Traps
2021-12-16,Chipps Island Trawls,1,Other Rotary Screw Traps
2021-12-17,Tisdale Weir RST,189,Other Rotary Screw Traps
2021-12-17,Knights Landing RST,163,Other Rotary Screw Traps
2021-12-17,Lower Feather RST,0,Other Rotary Screw Traps
2021-12-17,Lower Sac RST,0,Other Rotary Screw Traps
2021-12-17,Sac Beach Seines,20,Other Rotary Screw Traps
2021-12-17,Sac Trawls,19,Other Rotary Screw Traps
2021-12-17,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-12-17,RBDD Daily,551772,Red Bluff Diversion Dam
2021-12-18,Tisdale Weir RST,189,Other Rotary Screw Traps
2021-12-18,Knights Landing RST,163,Other Rotary Screw Traps
2021-12-18,Lower Feather RST,0,Other Rotary Screw Traps
2021-12-18,Lower Sac RST,0,Other Rotary Screw Traps
2021-12-18,Sac Beach Seines,0,Other Rotary Screw Traps
2021-12-18,Sac Trawls,0,Other Rotary Screw Traps
2021-12-18,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-12-18,RBDD Daily,552665,Red Bluff Diversion Dam
2021-12-19,Tisdale Weir RST,189,Other Rotary Screw Traps
2021-12-19,Knights Landing RST,167,Other Rotary Screw Traps
2021-12-19,Lower Feather RST,0,Other Rotary Screw Traps
2021-12-19,Lower Sac RST,0,Other Rotary Screw Traps
2021-12-19,Sac Beach Seines,0,Other Rotary Screw Traps
2021-12-19,Sac Trawls,19,Other Rotary Screw Traps
2021-12-19,Chipps Island Trawls,1,Other Rotary Screw Traps
2021-12-19,RBDD Daily,553195,Red Bluff Diversion Dam
2021-12-20,Tisdale Weir RST,192,Other Rotary Screw Traps
2021-12-20,Knights Landing RST,174,Other Rotary Screw Traps
2021-12-20,Lower Feather RST,0,Other Rotary Screw Traps
2021-12-20,Lower Sac RST,0,Other Rotary Screw Traps
2021-12-20,Sac Beach Seines,20,Other Rotary Screw Traps
2021-12-20,Sac Trawls,19,Other Rotary Screw Traps
2021-12-20,Chipps Island Trawls,1,Other Rotary Screw Traps
2021-12-20,RBDD Daily,553266,Red Bluff Diversion Dam
2021-12-21,Tisdale Weir RST,192,Other Rotary Screw Traps
2021-12-21,Knights Landing RST,176,Other Rotary Screw Traps
2021-12-21,Lower Feather RST,0,Other Rotary Screw Traps
2021-12-21,Lower Sac RST,0,Other Rotary Screw Traps
2021-12-21,Sac Beach Seines,0,Other Rotary Screw Traps
2021-12-21,Sac Trawls,19,Other Rotary Screw Traps
2021-12-21,Chipps Island Trawls,1,Other Rotary Screw Traps
2021-12-21,RBDD Daily,553414,Red Bluff Diversion Dam
2021-12-22,Tisdale Weir RST,193,Other Rotary Screw Traps
2021-12-22,Knights Landing RST,178,Other Rotary Screw Traps
2021-12-22,Lower Feather RST,0,Other Rotary Screw Traps
2021-12-22,Lower Sac RST,0,Other Rotary Screw Traps
2021-12-22,Sac Beach Seines,20,Other Rotary Screw Traps
2021-12-22,Sac Trawls,19,Other Rotary Screw Traps
2021-12-22,Chipps Island Trawls,1,Other Rotary Screw Traps
2021-12-23,Tisdale Weir RST,193,Other Rotary Screw Traps
2021-12-23,Knights Landing RST,178,Other Rotary Screw Traps
2021-12-23,Lower Feather RST,0,Other Rotary Screw Traps
2021-12-23,Lower Sac RST,0,Other Rotary Screw Traps
2021-12-23,Sac Beach Seines,21,Other Rotary Screw Traps
2021-12-23,Sac Trawls,19,Other Rotary Screw Traps
2021-12-23,Chipps Island Trawls,1,Other Rotary Screw Traps
2021-12-24,Tisdale Weir RST,193,Other Rotary Screw Traps
2021-12-24,Knights Landing RST,179,Other Rotary Screw Traps
2021-12-24,Lower Feather RST,0,Other Rotary Screw Traps
2021-12-24,Lower Sac RST,0,Other Rotary Screw Traps
2021-12-24,Sac Beach Seines,0,Other Rotary Screw Traps
2021-12-24,Sac Trawls,0,Other Rotary Screw Traps
2021-12-24,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-12-24,RBDD Daily,554586,Red Bluff Diversion Dam
2021-12-25,Tisdale Weir RST,0,Other Rotary Screw Traps
2021-12-25,Knights Landing RST,0,Other Rotary Screw Traps
2021-12-25,Lower Feather RST,0,Other Rotary Screw Traps
2021-12-25,Lower Sac RST,0,Other Rotary Screw Traps
2021-12-25,Sac Beach Seines,0,Other Rotary Screw Traps
2021-12-25,Sac Trawls,0,Other Rotary Screw Traps
2021-12-25,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-12-26,Tisdale Weir RST,0,Other Rotary Screw Traps
2021-12-26,Knights Landing RST,179,Other Rotary Screw Traps
2021-12-26,Lower Feather RST,0,Other Rotary Screw Traps
2021-12-26,Lower Sac RST,0,Other Rotary Screw Traps
2021-12-26,Sac Beach Seines,0,Other Rotary Screw Traps
2021-12-26,Sac Trawls,20,Other Rotary Screw Traps
2021-12-26,Chipps Island Trawls,1,Other Rotary Screw Traps
2021-12-27,Tisdale Weir RST,196,Other Rotary Screw Traps
2021-12-27,Knights Landing RST,181,Other Rotary Screw Traps
2021-12-27,Lower Feather RST,0,Other Rotary Screw Traps
2021-12-27,Lower Sac RST,0,Other Rotary Screw Traps
2021-12-27,Sac Beach Seines,21,Other Rotary Screw Traps
2021-12-27,Sac Trawls,21,Other Rotary Screw Traps
2021-12-27,Chipps Island Trawls,1,Other Rotary Screw Traps
2021-12-28,Tisdale Weir RST,199,Other Rotary Screw Traps
2021-12-28,Knights Landing RST,183,Other Rotary Screw Traps
2021-12-28,Lower Feather RST,0,Other Rotary Screw Traps
2021-12-28,Lower Sac RST,0,Other Rotary Screw Traps
2021-12-28,Sac Beach Seines,0,Other Rotary Screw Traps
2021-12-28,Sac Trawls,21,Other Rotary Screw Traps
2021-12-28,Chipps Island Trawls,2,Other Rotary Screw Traps
2021-12-28,RBDD Daily,554810,Red Bluff Diversion Dam
2021-12-29,Tisdale Weir RST,200,Other Rotary Screw Traps
2021-12-29,Knights Landing RST,189,Other Rotary Screw Traps
2021-12-29,Lower Feather RST,0,Other Rotary Screw Traps
2021-12-29,Lower Sac RST,0,Other Rotary Screw Traps
2021-12-29,Sac Beach Seines,21,Other Rotary Screw Traps
2021-12-29,Sac Trawls,21,Other Rotary Screw Traps
2021-12-29,Chipps Island Trawls,2,Other Rotary Screw Traps
2021-12-29,RBDD Daily,554967,Red Bluff Diversion Dam
2021-12-30,Tisdale Weir RST,200,Other Rotary Screw Traps
2021-12-30,Knights Landing RST,194,Other Rotary Screw Traps
2021-12-30,Lower Feather RST,0,Other Rotary Screw Traps
2021-12-30,Lower Sac RST,0,Other Rotary Screw Traps
2021-12-30,Sac Beach Seines,0,Other Rotary Screw Traps
2021-12-30,Sac Trawls,0,Other Rotary Screw Traps
2021-12-30,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-12-30,RBDD Daily,555018,Red Bluff Diversion Dam
2021-12-31,Tisdale Weir RST,200,Other Rotary Screw Traps
2021-12-31,Knights Landing RST,195,Other Rotary Screw Traps
2021-12-31,Lower Feather RST,0,Other Rotary Screw Traps
2021-12-31,Lower Sac RST,0,Other Rotary Screw Traps
2021-12-31,Sac Beach Seines,0,Other Rotary Screw Traps
2021-12-31,Sac Trawls,0,Other Rotary Screw Traps
2021-12-31,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-12-31,RBDD Daily,555061,Red Bluff Diversion Dam
2022-01-01,Tisdale Weir RST,200,Other Rotary Screw Traps
2022-01-01,Knights Landing RST,195,Other Rotary Screw Traps
2022-01-01,Lower Feather RST,0,Other Rotary Screw Traps
2022-01-01,Lower Sac RST,0,Other Rotary Screw Traps
2022-01-01,Sac Beach Seines,0,Other Rotary Screw Traps
2022-01-01,Sac Trawls,0,Other Rotary Screw Traps
2022-01-01,Chipps Island Trawls,0,Other Rotary Screw Traps
2022-01-01,RBDD Daily,555244,Red Bluff Diversion Dam
2022-01-02,Tisdale Weir RST,201,Other Rotary Screw Traps
2022-01-02,Knights Landing RST,197,Other Rotary Screw Traps
2022-01-02,Lower Feather RST,0,Other Rotary Screw Traps
2022-01-02,Lower Sac RST,0,Other Rotary Screw Traps
2022-01-02,Sac Beach Seines,0,Other Rotary Screw Traps
2022-01-02,Sac Trawls,21,Other Rotary Screw Traps
2022-01-02,Chipps Island Trawls,2,Other Rotary Screw Traps
2022-01-03,Tisdale Weir RST,202,Other Rotary Screw Traps
2022-01-03,Knights Landing RST,197,Other Rotary Screw Traps
2022-01-03,Lower Feather RST,0,Other Rotary Screw Traps
2022-01-03,Lower Sac RST,0,Other Rotary Screw Traps
2022-01-03,Sac Beach Seines,0,Other Rotary Screw Traps
2022-01-03,Sac Trawls,21,Other Rotary Screw Traps
2022-01-03,Chipps Island Trawls,2,Other Rotary Screw Traps
2022-01-03,RBDD Daily,555434,Red Bluff Diversion Dam
2022-01-04,Tisdale Weir RST,202,Other Rotary Screw Traps
2022-01-04,Knights Landing RST,197,Other Rotary Screw Traps
2022-01-04,Lower Feather RST,0,Other Rotary Screw Traps
2022-01-04,Lower Sac RST,0,Other Rotary Screw Traps
2022-01-04,Sac Beach Seines,0,Other Rotary Screw Traps
2022-01-04,Sac Trawls,21,Other Rotary Screw Traps
2022-01-04,Chipps Island Trawls,2,Other Rotary Screw Traps
2022-01-04,RBDD Daily,555805,Red Bluff Diversion Dam
2022-01-05,Tisdale Weir RST,202,Other Rotary Screw Traps
2022-01-05,Knights Landing RST,197,Other Rotary Screw Traps
2022-01-05,Lower Feather RST,0,Other Rotary Screw Traps
2022-01-05,Lower Sac RST,0,Other Rotary Screw Traps
2022-01-05,Sac Beach Seines,21,Other Rotary Screw Traps
2022-01-05,Sac Trawls,0,Other Rotary Screw Traps
2022-01-05,Chipps Island Trawls,0,Other Rotary Screw Traps
2022-01-05,RBDD Daily,556009,Red Bluff Diversion Dam
2022-01-06,Tisdale Weir RST,203,Other Rotary Screw Traps
2022-01-06,Knights Landing RST,197,Other Rotary Screw Traps
2022-01-06,Lower Feather RST,0,Other Rotary Screw Traps
2022-01-06,Lower Sac RST,0,Other Rotary Screw Traps
2022-01-06,Sac Beach Seines,0,Other Rotary Screw Traps
2022-01-06,Sac Trawls,21,Other Rotary Screw Traps
2022-01-06,Chipps Island Trawls,2,Other Rotary Screw Traps
2022-01-06,RBDD Daily,556055,Red Bluff Diversion Dam
2022-01-07,Tisdale Weir RST,205,Other Rotary Screw Traps
2022-01-07,Knights Landing RST,197,Other Rotary Screw Traps
2022-01-07,Lower Feather RST,0,Other Rotary Screw Traps
2022-01-07,Lower Sac RST,0,Other Rotary Screw Traps
2022-01-07,Sac Beach Seines,0,Other Rotary Screw Traps
2022-01-07,Sac Trawls,21,Other Rotary Screw Traps
2022-01-07,Chipps Island Trawls,2,Other Rotary Screw Traps
2022-01-08,Tisdale Weir RST,206,Other Rotary Screw Traps
2022-01-08,Knights Landing RST,198,Other Rotary Screw Traps
2022-01-08,Lower Feather RST,0,Other Rotary Screw Traps
2022-01-08,Lower Sac RST,0,Other Rotary Screw Traps
2022-01-08,Sac Beach Seines,0,Other Rotary Screw Traps
2022-01-08,Sac Trawls,0,Other Rotary Screw Traps
2022-01-08,Chipps Island Trawls,0,Other Rotary Screw Traps
2022-01-08,RBDD Daily,556150,Red Bluff Diversion Dam
2022-01-09,Tisdale Weir RST,207,Other Rotary Screw Traps
2022-01-09,Knights Landing RST,200,Other Rotary Screw Traps
2022-01-09,Lower Feather RST,0,Other Rotary Screw Traps
2022-01-09,Lower Sac RST,0,Other Rotary Screw Traps
2022-01-09,Sac Beach Seines,0,Other Rotary Screw Traps
2022-01-09,Sac Trawls,0,Other Rotary Screw Traps
2022-01-09,Chipps Island Trawls,2,Other Rotary Screw Traps
2022-01-09,RBDD Daily,556196,Red Bluff Diversion Dam
2022-01-10,Tisdale Weir RST,208,Other Rotary Screw Traps
2022-01-10,Knights Landing RST,201,Other Rotary Screw Traps
2022-01-10,Lower Feather RST,0,Other Rotary Screw Traps
2022-01-10,Lower Sac RST,0,Other Rotary Screw Traps
2022-01-10,Sac Beach Seines,0,Other Rotary Screw Traps
2022-01-10,Sac Trawls,21,Other Rotary Screw Traps
2022-01-10,Chipps Island Trawls,2,Other Rotary Screw Traps
2022-01-11,Tisdale Weir RST,209,Other Rotary Screw Traps
2022-01-11,Knights Landing RST,202,Other Rotary Screw Traps
2022-01-11,Lower Feather RST,0,Other Rotary Screw Traps
2022-01-11,Lower Sac RST,0,Other Rotary Screw Traps
2022-01-11,Sac Beach Seines,0,Other Rotary Screw Traps
2022-01-11,Sac Trawls,21,Other Rotary Screw Traps
2022-01-11,Chipps Island Trawls,2,Other Rotary Screw Traps
2022-01-11,RBDD Daily,556363,Red Bluff Diversion Dam
2022-01-12,Tisdale Weir RST,209,Other Rotary Screw Traps
2022-01-12,Knights Landing RST,202,Other Rotary Screw Traps
2022-01-12,Lower Feather RST,0,Other Rotary Screw Traps
2022-01-12,Lower Sac RST,0,Other Rotary Screw Traps
2022-01-12,Sac Beach Seines,21,Other Rotary Screw Traps
2022-01-12,Sac Trawls,21,Other Rotary Screw Traps
2022-01-12,Chipps Island Trawls,0,Other Rotary Screw Traps
2022-01-13,Tisdale Weir RST,209,Other Rotary Screw Traps
2022-01-13,Knights Landing RST,202,Other Rotary Screw Traps
2022-01-13,Lower Feather RST,0,Other Rotary Screw Traps
2022-01-13,Lower Sac RST,0,Other Rotary Screw Traps
2022-01-13,Sac Beach Seines,0,Other Rotary Screw Traps
2022-01-13,Sac Trawls,21,Other Rotary Screw Traps
2022-01-13,Chipps Island Trawls,2,Other Rotary Screw Traps
2022-01-14,Tisdale Weir RST,209,Other Rotary Screw Traps
2022-01-14,Knights Landing RST,202,Other Rotary Screw Traps
2022-01-14,Lower Feather RST,0,Other Rotary Screw Traps
2022-01-14,Lower Sac RST,0,Other Rotary Screw Traps
2022-01-14,Sac Beach Seines,0,Other Rotary Screw Traps
2022-01-14,Sac Trawls,21,Other Rotary Screw Traps
2022-01-14,Chipps Island Trawls,2,Other Rotary Screw Traps
2022-01-15,Tisdale Weir RST,209,Other Rotary Screw Traps
2022-01-15,Knights Landing RST,202,Other Rotary Screw Traps
2022-01-15,Lower Feather RST,0,Other Rotary Screw Traps
2022-01-15,Lower Sac RST,0,Other Rotary Screw Traps
2022-01-15,Sac Beach Seines,0,Other Rotary Screw Traps
2022-01-15,Sac Trawls,0,Other Rotary Screw Traps
2022-01-15,Chipps Island Trawls,0,Other Rotary Screw Traps
2022-01-16,Tisdale Weir RST,209,Other Rotary Screw Traps
2022-01-16,Knights Landing RST,202,Other Rotary Screw Traps
2022-01-16,Lower Feather RST,0,Other Rotary Screw Traps
2022-01-16,Lower Sac RST,0,Other Rotary Screw Traps
2022-01-16,Sac Beach Seines,0,Other Rotary Screw Traps
2022-01-16,Sac Trawls,21,Other Rotary Screw Traps
2022-01-16,Chipps Island Trawls,2,Other Rotary Screw Traps
2022-01-17,Tisdale Weir RST,209,Other Rotary Screw Traps
2022-01-17,Knights Landing RST,202,Other Rotary Screw Traps
2022-01-17,Lower Feather RST,0,Other Rotary Screw Traps
2022-01-17,Lower Sac RST,0,Other Rotary Screw Traps
2022-01-17,Sac Beach Seines,0,Other Rotary Screw Traps
2022-01-17,Sac Trawls,0,Other Rotary Screw Traps
2022-01-17,Chipps Island Trawls,0,Other Rotary Screw Traps
2022-01-18,Tisdale Weir RST,209,Other Rotary Screw Traps
2022-01-18,Knights Landing RST,202,Other Rotary Screw Traps
2022-01-18,Lower Feather RST,0,Other Rotary Screw Traps
2022-01-18,Lower Sac RST,0,Other Rotary Screw Traps
2022-01-18,Sac Beach Seines,0,Other Rotary Screw Traps
2022-01-18,Sac Trawls,21,Other Rotary Screw Traps
2022-01-18,Chipps Island Trawls,2,Other Rotary Screw Traps
2022-01-19,Tisdale Weir RST,209,Other Rotary Screw Traps
2022-01-19,Knights Landing RST,202,Other Rotary Screw Traps
2022-01-19,Lower Feather RST,0,Other Rotary Screw Traps
2022-01-19,Lower Sac RST,0,Other Rotary Screw Traps
2022-01-19,Sac Beach Seines,21,Other Rotary Screw Traps
2022-01-19,Sac Trawls,21,Other Rotary Screw Traps
2022-01-19,Chipps Island Trawls,2,Other Rotary Screw Traps
2022-01-20,Tisdale Weir RST,209,Other Rotary Screw Traps
2022-01-20,Knights Landing RST,202,Other Rotary Screw Traps
2022-01-20,Lower Feather RST,0,Other Rotary Screw Traps
2022-01-20,Lower Sac RST,0,Other Rotary Screw Traps
2022-01-20,Sac Beach Seines,0,Other Rotary Screw Traps
2022-01-20,Sac Trawls,0,Other Rotary Screw Traps
2022-01-20,Chipps Island Trawls,0,Other Rotary Screw Traps
2022-01-20,RBDD Daily,556466,Red Bluff Diversion Dam
2022-01-21,Tisdale Weir RST,209,Other Rotary Screw Traps
2022-01-21,Knights Landing RST,202,Other Rotary Screw Traps
2022-01-21,Lower Feather RST,0,Other Rotary Screw Traps
2022-01-21,Lower Sac RST,0,Other Rotary Screw Traps
2022-01-21,Sac Beach Seines,0,Other Rotary Screw Traps
2022-01-21,Sac Trawls,0,Other Rotary Screw Traps
2022-01-21,Chipps Island Trawls,0,Other Rotary Screw Traps
2022-01-22,Tisdale Weir RST,209,Other Rotary Screw Traps
2022-01-22,Knights Landing RST,203,Other Rotary Screw Traps
2022-01-22,Lower Feather RST,0,Other Rotary Screw Traps
2022-01-22,Lower Sac RST,0,Other Rotary Screw Traps
2022-01-22,Sac Beach Seines,0,Other Rotary Screw Traps
2022-01-22,Sac Trawls,0,Other Rotary Screw Traps
2022-01-22,Chipps Island Trawls,0,Other Rotary Screw Traps
2022-01-23,Tisdale Weir RST,209,Other Rotary Screw Traps
2022-01-23,Knights Landing RST,203,Other Rotary Screw Traps
2022-01-23,Lower Feather RST,0,Other Rotary Screw Traps
2022-01-23,Lower Sac RST,0,Other Rotary Screw Traps
2022-01-23,Sac Beach Seines,0,Other Rotary Screw Traps
2022-01-23,Sac Trawls,0,Other Rotary Screw Traps
2022-01-23,Chipps Island Trawls,2,Other Rotary Screw Traps
2022-01-23,RBDD Daily,556802,Red Bluff Diversion Dam
2022-01-24,Tisdale Weir RST,209,Other Rotary Screw Traps
2022-01-24,Knights Landing RST,203,Other Rotary Screw Traps
2022-01-24,Lower Feather RST,0,Other Rotary Screw Traps
2022-01-24,Lower Sac RST,0,Other Rotary Screw Traps
2022-01-24,Sac Beach Seines,0,Other Rotary Screw Traps
2022-01-24,Sac Trawls,0,Other Rotary Screw Traps
2022-01-24,Chipps Island Trawls,2,Other Rotary Screw Traps
2022-01-25,Tisdale Weir RST,209,Other Rotary Screw Traps
2022-01-25,Knights Landing RST,203,Other Rotary Screw Traps
2022-01-25,Lower Feather RST,0,Other Rotary Screw Traps
2022-01-25,Lower Sac RST,0,Other Rotary Screw Traps
2022-01-25,Sac Beach Seines,0,Other Rotary Screw Traps
2022-01-25,Sac Trawls,0,Other Rotary Screw Traps
2022-01-25,Chipps Island Trawls,2,Other Rotary Screw Traps
2022-01-26,Tisdale Weir RST,209,Other Rotary Screw Traps
2022-01-26,Knights Landing RST,203,Other Rotary Screw Traps
2022-01-26,Lower Feather RST,0,Other Rotary Screw Traps
2022-01-26,Lower Sac RST,0,Other Rotary Screw Traps
2022-01-26,Sac Beach Seines,21,Other Rotary Screw Traps
2022-01-26,Sac Trawls,21,Other Rotary Screw Traps
2022-01-26,Chipps Island Trawls,0,Other Rotary Screw Traps
2022-01-27,Tisdale Weir RST,209,Other Rotary Screw Traps
2022-01-27,Knights Landing RST,203,Other Rotary Screw Traps
2022-01-27,Lower Feather RST,0,Other Rotary Screw Traps
2022-01-27,Lower Sac RST,0,Other Rotary Screw Traps
2022-01-27,Sac Beach Seines,0,Other Rotary Screw Traps
2022-01-27,Sac Trawls,21,Other Rotary Screw Traps
2022-01-27,Chipps Island Trawls,2,Other Rotary Screw Traps
2022-01-28,Tisdale Weir RST,209,Other Rotary Screw Traps
2022-01-28,Knights Landing RST,203,Other Rotary Screw Traps
2022-01-28,Lower Feather RST,0,Other Rotary Screw Traps
2022-01-28,Lower Sac RST,0,Other Rotary Screw Traps
